Date,Month,Day Hour,Dry Bulb Temp (celsius),Dew Point Temp (celsius),WSpd (m/s),Max Theoretical COP,Weekday/Weekend,Demand (kW)
29/11/2016,11,13,20.7,12.3,5.7,148.4117647,WEEKDAY,235369.508
29/11/2016,11,14,19.7,11.2,7.7,361.8571429,WEEKDAY,231346.188
29/11/2016,11,15,19.5,11.2,7.7,507,WEEKDAY,232855.646
29/11/2016,11,16,19.1,11.1,7.7,2539,WEEKDAY,234921.244
29/11/2016,11,17,18,11.2,7.7,254,WEEKDAY,234236.304
29/11/2016,11,18,16.9,10.6,7,120.952381,WEEKDAY,231380.99
29/11/2016,11,19,15.7,10.4,6.2,76.96969697,WEEKDAY,228336.826
29/11/2016,11,20,14.6,10.1,4.1,57.72727273,WEEKDAY,232291.378
29/11/2016,11,21,13.6,10.4,3.8,47.03703704,WEEKDAY,206469.31
29/11/2016,11,22,12.5,10.6,3.6,39.07692308,WEEKDAY,177523.896
29/11/2016,11,23,12.2,11.1,3.6,37.35294118,WEEKDAY,182928.728
30/11/2016,11,0,12.6,11.3,3.4,39.6875,WEEKDAY,156175.182
30/11/2016,11,1,13.1,11.4,3.1,43.05084746,WEEKDAY,130128.9
30/11/2016,11,2,13.2,11.8,3.1,43.79310345,WEEKDAY,119385.944
30/11/2016,11,3,13.4,11.9,3.6,45.35714286,WEEKDAY,116450.012
30/11/2016,11,4,13.5,12.1,4.1,46.18181818,WEEKDAY,121942.758
30/11/2016,11,5,13.9,12.7,4.1,49.80392157,WEEKDAY,149845.126
30/11/2016,11,6,14.1,12.9,4.1,51.83673469,WEEKDAY,213960.07
30/11/2016,11,7,14.5,13.1,4.1,56.44444444,WEEKDAY,236809.856
30/11/2016,11,8,15.1,12.5,4.6,65.12820513,WEEKDAY,246855.572
30/11/2016,11,9,16,12.7,4.6,84.66666667,WEEKDAY,251540.494
30/11/2016,11,10,16.9,12.7,4.6,120.952381,WEEKDAY,251797.098
30/11/2016,11,11,17.7,13.2,4.1,195.3846154,WEEKDAY,254623.61
30/11/2016,11,12,18,12.5,4.9,254,WEEKDAY,249304.586
30/11/2016,11,13,18,12.1,5.7,254,WEEKDAY,246190.988
30/11/2016,11,14,17.4,12.8,4.6,158.75,WEEKDAY,241842.328
30/11/2016,11,15,17.2,12.9,4.6,141.1111111,WEEKDAY,240576.962
30/11/2016,11,16,16.7,12.6,4.6,110.4347826,WEEKDAY,241692.818
30/11/2016,11,17,16.2,12.1,4.6,90.71428571,WEEKDAY,243855.244
30/11/2016,11,18,15.5,11.2,4.6,72.57142857,WEEKDAY,244429.724
30/11/2016,11,19,15.2,10.5,4.6,66.84210526,WEEKDAY,237411.176
30/11/2016,11,20,15.2,10.7,4.6,66.84210526,WEEKDAY,236085.994
30/11/2016,11,21,15.1,10.9,4.3,65.12820513,WEEKDAY,208862.656
30/11/2016,11,22,15.1,11,4.1,65.12820513,WEEKDAY,181452.422
30/11/2016,11,23,14.9,10.4,3.6,61.95121951,WEEKDAY,186502.33
1/12/2016,12,0,14.3,10.7,3.1,54.04255319,WEEKDAY,158934.958
1/12/2016,12,1,13.6,10.9,2.6,47.03703704,WEEKDAY,131835.21
1/12/2016,12,2,11.9,10.2,0,35.77464789,WEEKDAY,121525.942
1/12/2016,12,3,11.8,10.5,1.1,35.27777778,WEEKDAY,118123.268
1/12/2016,12,4,11.7,10.8,2.1,34.79452055,WEEKDAY,123166.224
1/12/2016,12,5,11.7,11.1,2.1,34.79452055,WEEKDAY,152541.96
1/12/2016,12,6,14,10.6,1.8,50.8,WEEKDAY,213196.722
1/12/2016,12,7,16.6,10.1,1.5,105.8333333,WEEKDAY,231433.414
1/12/2016,12,8,18.2,10.8,1.5,317.5,WEEKDAY,235026.016
1/12/2016,12,9,19.6,10.6,2.3,422.3333333,WEEKDAY,239796.742
1/12/2016,12,10,20.7,10.8,3.1,148.4117647,WEEKDAY,242527.532
1/12/2016,12,11,22.9,13,5.1,64.12820513,WEEKDAY,243389.566
1/12/2016,12,12,22.9,12.8,5.4,64.12820513,WEEKDAY,242204.844
1/12/2016,12,13,22.5,12.1,5.7,71.57142857,WEEKDAY,243222.71
1/12/2016,12,14,21.9,12.1,5.7,86.5862069,WEEKDAY,243780.226
1/12/2016,12,15,21.1,11.2,5.4,119.952381,WEEKDAY,243698.38
1/12/2016,12,16,20,10.6,5.1,253,WEEKDAY,241384.99
1/12/2016,12,17,19,12.4,6.7,#DIV/0!,WEEKDAY,234025.746
1/12/2016,12,18,17.5,12.2,5.7,169.3333333,WEEKDAY,225202.914
1/12/2016,12,19,16.1,12,4.6,87.5862069,WEEKDAY,222270.63
1/12/2016,12,20,15.4,12.1,4.6,70.55555556,WEEKDAY,225994.806
1/12/2016,12,21,14.9,11.6,4.1,61.95121951,WEEKDAY,205268.608
1/12/2016,12,22,14.5,11.2,3.6,56.44444444,WEEKDAY,179459.622
1/12/2016,12,23,13,11,2.6,42.33333333,WEEKDAY,184515.288
2/12/2016,12,0,12.4,10.8,2.9,38.48484848,WEEKDAY,155636.682
2/12/2016,12,1,11.7,10.6,3.1,34.79452055,WEEKDAY,129981.166
2/12/2016,12,2,12.5,11.1,3.1,39.07692308,WEEKDAY,119702.026
2/12/2016,12,3,13.1,11.3,3.1,43.05084746,WEEKDAY,117163.11
2/12/2016,12,4,13.7,11.4,3.1,47.9245283,WEEKDAY,121326.546
2/12/2016,12,5,14.2,11.3,3.6,52.91666667,WEEKDAY,147959.742
2/12/2016,12,6,15.2,10.7,4.3,66.84210526,WEEKDAY,207622.332
2/12/2016,12,7,16.5,10,5.1,101.6,WEEKDAY,228451.806
2/12/2016,12,8,17.2,8.8,5.7,141.1111111,WEEKDAY,236777.902
2/12/2016,12,9,19,8.6,3.9,#DIV/0!,WEEKDAY,240482.308
2/12/2016,12,10,20.5,9,2.1,168.3333333,WEEKDAY,243783.692
2/12/2016,12,11,20.4,9.8,6.7,180.4285714,WEEKDAY,244432.47
2/12/2016,12,12,20.8,11,7.4,140.1111111,WEEKDAY,245434.02
2/12/2016,12,13,20.9,11.7,8.2,132.6842105,WEEKDAY,243446.754
2/12/2016,12,14,19.6,11.5,7.2,422.3333333,WEEKDAY,237185.47
2/12/2016,12,15,19.2,10.6,7,1269,WEEKDAY,235800
2/12/2016,12,16,18.6,9.8,6.7,635,WEEKDAY,233531.274
2/12/2016,12,17,16.7,8.9,7.2,110.4347826,WEEKDAY,224304.282
2/12/2016,12,18,15.5,8.7,6.2,72.57142857,WEEKDAY,214033.062
2/12/2016,12,19,14.4,8,5.1,55.2173913,WEEKDAY,208795.646
2/12/2016,12,20,14,7.7,4.6,50.8,WEEKDAY,213148.202
2/12/2016,12,21,13,6.3,3.8,42.33333333,WEEKDAY,197878.192
2/12/2016,12,22,12,4.9,3.1,36.28571429,WEEKDAY,181789.044
2/12/2016,12,23,10.7,4.7,1.5,30.60240964,WEEKDAY,190646.754
3/12/2016,12,0,10.4,5.3,1.8,29.53488372,WEEKEND,161539.368
3/12/2016,12,1,10,5.9,2.1,28.22222222,WEEKEND,133802.35
3/12/2016,12,2,9.9,6,0,27.91208791,WEEKEND,122841.364
3/12/2016,12,3,9.3,6,1.1,26.18556701,WEEKEND,118189.116
3/12/2016,12,4,8.7,5.9,2.1,24.66019417,WEEKEND,118530.026
3/12/2016,12,5,10.6,7.6,2.1,30.23809524,WEEKEND,126111.48
3/12/2016,12,6,13,8,2.4,42.33333333,WEEKEND,147641.392
3/12/2016,12,7,15.5,7.9,2.6,72.57142857,WEEKEND,166095.296
3/12/2016,12,8,17.5,6.3,2.6,169.3333333,WEEKEND,186887.34
3/12/2016,12,9,19,6.8,2.9,#DIV/0!,WEEKEND,195769.202
3/12/2016,12,10,20,7.6,3.1,253,WEEKEND,197213.618
3/12/2016,12,11,20.5,6.7,3.1,168.3333333,WEEKEND,194393.044
3/12/2016,12,12,21.6,7.8,4.4,96.69230769,WEEKEND,189817.984
3/12/2016,12,13,22.7,8.7,5.7,67.64864865,WEEKEND,186751.558
3/12/2016,12,14,22.1,8.5,5.7,80.93548387,WEEKEND,186604.872
3/12/2016,12,15,22.6,8,6,69.55555556,WEEKEND,188114.31
3/12/2016,12,16,22.4,7.7,6.2,73.70588235,WEEKEND,195837.72
3/12/2016,12,17,22.2,10,5.7,78.375,WEEKEND,204834.866
3/12/2016,12,18,20.2,9.8,4.2,210.6666667,WEEKEND,204770.146
3/12/2016,12,19,18.2,10,2.6,317.5,WEEKEND,199290.038
3/12/2016,12,20,17.2,10.9,2.6,141.1111111,WEEKEND,203861.648
3/12/2016,12,21,15.8,10.9,2.6,79.375,WEEKEND,190616.528
3/12/2016,12,22,14.4,10.9,2.6,55.2173913,WEEKEND,180318.88
3/12/2016,12,23,13.7,10.9,3.1,47.9245283,WEEKEND,193369.71
4/12/2016,12,0,13.1,10.8,3.1,43.05084746,WEEKEND,165547.932
4/12/2016,12,1,12.6,10.6,3.1,39.6875,WEEKEND,136368.408
4/12/2016,12,2,11.2,10,2.6,32.56410256,WEEKEND,122944.074
4/12/2016,12,3,10.9,9.9,1.3,31.35802469,WEEKEND,117124.014
4/12/2016,12,4,10.5,9.8,0,29.88235294,WEEKEND,115747.288
4/12/2016,12,5,11.9,11.2,2.1,35.77464789,WEEKEND,118230.168
4/12/2016,12,6,15.6,12.2,2.6,74.70588235,WEEKEND,131927.092
4/12/2016,12,7,19.7,11.7,3.1,361.8571429,WEEKEND,147669.196
4/12/2016,12,8,27.7,9,3.6,28.1954023,WEEKEND,170060.906
4/12/2016,12,9,28.5,7.2,7,25.73684211,WEEKEND,185380.124
4/12/2016,12,10,28.5,6.5,10.3,25.73684211,WEEKEND,201859.924
4/12/2016,12,11,30.4,8.7,10.3,21.28070175,WEEKEND,210187.708
4/12/2016,12,12,30.9,9.9,7.5,20.34453782,WEEKEND,211738.978
4/12/2016,12,13,30.9,11.2,4.6,20.34453782,WEEKEND,222736.056
4/12/2016,12,14,31.1,9.8,4.1,19.99173554,WEEKEND,223299.89
4/12/2016,12,15,29.4,11.6,5.9,23.42307692,WEEKEND,230540.46
4/12/2016,12,16,26.7,13.3,7.7,31.98701299,WEEKEND,238804.356
4/12/2016,12,17,21.5,17.6,2.1,100.6,WEEKEND,248346.434
4/12/2016,12,18,20.3,17.7,3.3,194.3846154,WEEKEND,245857.262
4/12/2016,12,19,20.4,17.7,4.6,180.4285714,WEEKEND,239466.484
4/12/2016,12,20,21.1,16.8,5.1,119.952381,WEEKEND,231234.25
4/12/2016,12,21,21.1,16.6,5.9,119.952381,WEEKEND,205636.158
4/12/2016,12,22,21.2,16.3,6.7,114.4545455,WEEKEND,181131.634
4/12/2016,12,23,20.7,16.7,7.2,148.4117647,WEEKEND,190128.768
5/12/2016,12,0,21.4,16.2,7.9,104.8333333,WEEKDAY,164206.136
5/12/2016,12,1,22,15.7,8.7,83.66666667,WEEKDAY,137682.164
5/12/2016,12,2,22.2,15.7,7.2,78.375,WEEKDAY,126505.198
5/12/2016,12,3,20.2,15.4,8.5,210.6666667,WEEKDAY,123201.99
5/12/2016,12,4,18.2,15.1,9.8,317.5,WEEKDAY,127214.898
5/12/2016,12,5,16.7,12,6.7,110.4347826,WEEKDAY,150991.224
5/12/2016,12,6,16.5,11.5,5.9,101.6,WEEKDAY,208276.908
5/12/2016,12,7,17.1,11.3,5.1,133.6842105,WEEKDAY,229743.042
5/12/2016,12,8,17,10.7,5.1,127,WEEKDAY,241752.548
5/12/2016,12,9,18.2,10.3,5.4,317.5,WEEKDAY,247486.51
5/12/2016,12,10,19.6,10.2,5.7,422.3333333,WEEKDAY,247956.164
5/12/2016,12,11,21.7,10.5,3.6,93.07407407,WEEKDAY,246769.298
5/12/2016,12,12,22.1,10.4,4.9,80.93548387,WEEKDAY,246527.656
5/12/2016,12,13,21.6,10.3,6.2,96.69230769,WEEKDAY,246873.778
5/12/2016,12,14,20.7,9.8,6.7,148.4117647,WEEKDAY,246939.374
5/12/2016,12,15,19.3,10.2,7,845.6666667,WEEKDAY,248587.29
5/12/2016,12,16,18.2,10.8,7.2,317.5,WEEKDAY,242421.468
5/12/2016,12,17,16.7,11.1,6.7,110.4347826,WEEKDAY,235720.876
5/12/2016,12,18,16.5,11.2,6.5,101.6,WEEKDAY,232094.184
5/12/2016,12,19,15.7,10.6,6.2,76.96969697,WEEKDAY,230626.424
5/12/2016,12,20,15.2,10.6,6.2,66.84210526,WEEKDAY,227109.022
5/12/2016,12,21,14.6,9.8,5.2,57.72727273,WEEKDAY,200402.542
5/12/2016,12,22,14,9.1,4.1,50.8,WEEKDAY,173822.742
5/12/2016,12,23,13.7,8.9,2.6,47.9245283,WEEKDAY,179828.882
6/12/2016,12,0,13.6,8.5,2.9,47.03703704,WEEKDAY,152369.792
6/12/2016,12,1,13.6,8.1,3.1,47.03703704,WEEKDAY,127095.886
6/12/2016,12,2,13.6,9,1.5,47.03703704,WEEKDAY,117998.33
6/12/2016,12,3,12.6,8.8,1.3,39.6875,WEEKDAY,115155.68
6/12/2016,12,4,11.6,8.5,1,34.32432432,WEEKDAY,119562.222
6/12/2016,12,5,13.7,10.2,0,47.9245283,WEEKDAY,146609.844
6/12/2016,12,6,14.3,10.4,1.8,54.04255319,WEEKDAY,204931.15
6/12/2016,12,7,15.2,10.5,3.6,66.84210526,WEEKDAY,228148.234
6/12/2016,12,8,16.5,10.7,3.1,101.6,WEEKDAY,239317.606
6/12/2016,12,9,17.7,10.9,2.9,195.3846154,WEEKDAY,244560.456
6/12/2016,12,10,18.6,10.6,2.6,635,WEEKDAY,247067.258
6/12/2016,12,11,19.7,11.1,4.6,361.8571429,WEEKDAY,246695.814
6/12/2016,12,12,20,9.7,4.6,253,WEEKDAY,240650.094
6/12/2016,12,13,20.1,8.4,4.6,229.9090909,WEEKDAY,240374.864
6/12/2016,12,14,21.6,8.4,5.1,96.69230769,WEEKDAY,236622.242
6/12/2016,12,15,20.3,7.9,5.9,194.3846154,WEEKDAY,238423.836
6/12/2016,12,16,18.7,7.8,6.7,846.6666667,WEEKDAY,239082.76
6/12/2016,12,17,17.4,7.9,7.2,158.75,WEEKDAY,233981.924
6/12/2016,12,18,16.2,8.4,6.2,90.71428571,WEEKDAY,228192.036
6/12/2016,12,19,14.7,8.6,5.1,59.06976744,WEEKDAY,223630.47
6/12/2016,12,20,14.2,7.9,4.1,52.91666667,WEEKDAY,226696.932
6/12/2016,12,21,13.2,7.8,3.3,43.79310345,WEEKDAY,204519.13
6/12/2016,12,22,12.2,7.7,2.6,37.35294118,WEEKDAY,177172.846
6/12/2016,12,23,11,7.2,1.5,31.75,WEEKDAY,181480.764
7/12/2016,12,0,10.7,7.3,1.8,30.60240964,WEEKDAY,153499.288
7/12/2016,12,1,10.4,7.4,2.1,29.53488372,WEEKDAY,127943.216
7/12/2016,12,2,8.9,6.8,2.1,25.14851485,WEEKDAY,118532.65
7/12/2016,12,3,8.8,7,2.4,24.90196078,WEEKDAY,116069.568
7/12/2016,12,4,8.7,7.2,2.6,24.66019417,WEEKDAY,121161.658
7/12/2016,12,5,10.5,8.5,0.5,29.88235294,WEEKDAY,147891.128
7/12/2016,12,6,13,8.8,1.3,42.33333333,WEEKDAY,207053.268
7/12/2016,12,7,15.4,8.5,2.1,70.55555556,WEEKDAY,223923.434
7/12/2016,12,8,18.2,7.6,2.6,317.5,WEEKDAY,233374.756
7/12/2016,12,9,20.2,6.7,3.1,210.6666667,WEEKDAY,238288.214
7/12/2016,12,10,22,6.6,3.6,83.66666667,WEEKDAY,241316.408
7/12/2016,12,11,23.1,5,2.6,60.95121951,WEEKDAY,242846.556
7/12/2016,12,12,25,7.2,2.4,41.33333333,WEEKDAY,245417.676
7/12/2016,12,13,27.1,8,2.1,30.35802469,WEEKDAY,247564.698
7/12/2016,12,14,27.9,3.5,6.7,27.53932584,WEEKDAY,250657.706
7/12/2016,12,15,28.8,1.2,6.5,24.91836735,WEEKDAY,256566.148
7/12/2016,12,16,28.1,-0.1,6.2,26.91208791,WEEKDAY,262155.588
7/12/2016,12,17,27.5,-0.6,5.1,28.88235294,WEEKDAY,256634.45
7/12/2016,12,18,24.6,0.9,4.1,44.35714286,WEEKDAY,250361.516
7/12/2016,12,19,23,2.4,3.1,62.5,WEEKDAY,239922.762
7/12/2016,12,20,21.9,3,3.1,86.5862069,WEEKDAY,240525.846
7/12/2016,12,21,22.8,2.7,4.9,65.84210526,WEEKDAY,217214.862
7/12/2016,12,22,23.6,2.4,6.7,54.2173913,WEEKDAY,188628.312
7/12/2016,12,23,22.6,2.6,6.7,69.55555556,WEEKDAY,189892.072
8/12/2016,12,0,22.6,2.4,6.2,69.55555556,WEEKDAY,160027.088
8/12/2016,12,1,22.7,2.1,5.7,67.64864865,WEEKDAY,134167.568
8/12/2016,12,2,24,1.5,14.4,49.8,WEEKDAY,124738.182
8/12/2016,12,3,23.1,2.5,12.6,60.95121951,WEEKDAY,122602.978
8/12/2016,12,4,22.1,3.6,10.8,80.93548387,WEEKDAY,127433.134
8/12/2016,12,5,17.6,12,8.2,181.4285714,WEEKDAY,152550.404
8/12/2016,12,6,16.7,13.4,8.4,110.4347826,WEEKDAY,209007.234
8/12/2016,12,7,16.4,14.8,8.7,97.69230769,WEEKDAY,233454.038
8/12/2016,12,8,17.4,16.2,8.2,158.75,WEEKDAY,251063.716
8/12/2016,12,9,17,17,7.2,127,WEEKDAY,255201.758
8/12/2016,12,10,17.7,15.6,6.2,195.3846154,WEEKDAY,266889.142
8/12/2016,12,11,19.2,8.4,9.3,1269,WEEKDAY,263301.898
8/12/2016,12,12,21.2,5.2,10.3,114.4545455,WEEKDAY,254131.24
8/12/2016,12,13,21.9,3.9,11.3,86.5862069,WEEKDAY,250101.726
8/12/2016,12,14,21,4.9,11.3,126,WEEKDAY,247784.57
8/12/2016,12,15,19,6.7,13.6,#DIV/0!,WEEKDAY,245917.258
8/12/2016,12,16,17.1,8.9,15.9,133.6842105,WEEKDAY,241162.192
8/12/2016,12,17,15.6,10.7,9.8,74.70588235,WEEKDAY,235978.072
8/12/2016,12,18,14.5,10.8,9.3,56.44444444,WEEKDAY,229764.682
8/12/2016,12,19,13.2,10.2,8.7,43.79310345,WEEKDAY,229089.396
8/12/2016,12,20,12.7,10.2,8.2,40.31746032,WEEKDAY,226482.798
8/12/2016,12,21,12.1,9.3,7.2,36.8115942,WEEKDAY,205526.398
8/12/2016,12,22,11.6,8.5,6.2,34.32432432,WEEKDAY,180461.588
8/12/2016,12,23,11.7,8.1,6.7,34.79452055,WEEKDAY,185144.018
9/12/2016,12,0,10.9,7.7,7,31.35802469,WEEKDAY,156478.616
9/12/2016,12,1,10,7.2,7.2,28.22222222,WEEKDAY,130592.506
9/12/2016,12,2,9.6,6,6.7,27.0212766,WEEKDAY,120716.09
9/12/2016,12,3,9.5,5.8,6.5,26.73684211,WEEKDAY,117785.49
9/12/2016,12,4,9.4,5.7,6.2,26.45833333,WEEKDAY,122632.18
9/12/2016,12,5,9.9,5.8,8.2,27.91208791,WEEKDAY,150962.436
9/12/2016,12,6,11.1,5.3,8.8,32.15189873,WEEKDAY,213042.108
9/12/2016,12,7,12.2,5.3,9.3,37.35294118,WEEKDAY,237008.926
9/12/2016,12,8,13.5,5.3,6.7,46.18181818,WEEKDAY,245688.95
9/12/2016,12,9,14,6.2,7.2,50.8,WEEKDAY,254822.354
9/12/2016,12,10,14.6,6.6,7.7,57.72727273,WEEKDAY,256989.212
9/12/2016,12,11,16.2,6,8.2,90.71428571,WEEKDAY,250746.24
9/12/2016,12,12,16.8,5.5,7.7,115.4545455,WEEKDAY,246060.84
9/12/2016,12,13,17,5.5,7.2,127,WEEKDAY,237022.114
9/12/2016,12,14,16.7,6.1,7.7,110.4347826,WEEKDAY,232094.21
9/12/2016,12,15,16.1,7.2,7.5,87.5862069,WEEKDAY,228563.002
9/12/2016,12,16,15.2,8.1,7.2,66.84210526,WEEKDAY,226141.094
9/12/2016,12,17,14.2,7,8.2,52.91666667,WEEKDAY,222191.44
9/12/2016,12,18,13.5,7.3,7.7,46.18181818,WEEKDAY,219449.808
9/12/2016,12,19,13.2,7.3,7.2,43.79310345,WEEKDAY,215593.472
9/12/2016,12,20,13.1,7.5,6.2,43.05084746,WEEKDAY,219484.832
9/12/2016,12,21,13,7.3,5.7,42.33333333,WEEKDAY,203298.032
9/12/2016,12,22,12.9,7,5.1,41.63934426,WEEKDAY,186353.298
9/12/2016,12,23,12.4,7,4.6,38.48484848,WEEKDAY,195029.396
10/12/2016,12,0,12.2,6.8,4.3,37.35294118,WEEKEND,166362.476
10/12/2016,12,1,12,6.6,4.1,36.28571429,WEEKEND,137507.314
10/12/2016,12,2,11.7,6.8,4.6,34.79452055,WEEKEND,125537.984
10/12/2016,12,3,11.6,6.7,4.1,34.32432432,WEEKEND,120398.118
10/12/2016,12,4,11.6,6.6,3.6,34.32432432,WEEKEND,120328.944
10/12/2016,12,5,11.7,6.4,4.6,34.79452055,WEEKEND,127937.092
10/12/2016,12,6,12.9,6.2,4.6,41.63934426,WEEKEND,150386.418
10/12/2016,12,7,14.1,5.9,4.6,51.83673469,WEEKEND,172213.608
10/12/2016,12,8,14.7,5.5,3.1,59.06976744,WEEKEND,196439.404
10/12/2016,12,9,15.6,5.8,2.9,74.70588235,WEEKEND,211226.578
10/12/2016,12,10,16.5,6.2,2.6,101.6,WEEKEND,211856.998
10/12/2016,12,11,18.2,7.2,4.1,317.5,WEEKEND,209238.596
10/12/2016,12,12,18.3,7,4.6,362.8571429,WEEKEND,195609.378
10/12/2016,12,13,18.2,6.9,5.1,317.5,WEEKEND,186628.996
10/12/2016,12,14,18.7,7.8,5.1,846.6666667,WEEKEND,182713.882
10/12/2016,12,15,18.2,8,5.4,317.5,WEEKEND,183047.1
10/12/2016,12,16,17.2,8.1,5.7,141.1111111,WEEKEND,188853.026
10/12/2016,12,17,17.1,8.7,5.1,133.6842105,WEEKEND,196830.386
10/12/2016,12,18,15.4,9,5.4,70.55555556,WEEKEND,198030.86
10/12/2016,12,19,14.2,9.6,5.7,52.91666667,WEEKEND,196226.44
10/12/2016,12,20,14.6,9.7,4.6,57.72727273,WEEKEND,203986.23
10/12/2016,12,21,14.6,10,4.6,57.72727273,WEEKEND,191826.618
10/12/2016,12,22,14.6,10.3,4.6,57.72727273,WEEKEND,181131.27
10/12/2016,12,23,13.5,11.6,2.6,46.18181818,WEEKEND,195535.252
11/12/2016,12,0,13.4,11.4,2,45.35714286,WEEKEND,168489.902
11/12/2016,12,1,13.2,11.3,1.5,43.79310345,WEEKEND,138442.584
11/12/2016,12,2,12.6,11.6,3.1,39.6875,WEEKEND,124372.766
11/12/2016,12,3,12.4,11.8,1.6,38.48484848,WEEKEND,118125.66
11/12/2016,12,4,12.2,12,0,37.35294118,WEEKEND,116586.374
11/12/2016,12,5,12.7,12.4,0.5,40.31746032,WEEKEND,120278.09
11/12/2016,12,6,13.5,12.6,1.8,46.18181818,WEEKEND,132879.394
11/12/2016,12,7,14.6,12.4,3.1,57.72727273,WEEKEND,148541.774
11/12/2016,12,8,15.1,10.4,5.1,65.12820513,WEEKEND,172920.842
11/12/2016,12,9,16.7,9.9,4.6,110.4347826,WEEKEND,188811.172
11/12/2016,12,10,18.1,9.6,4.1,282.2222222,WEEKEND,194900.71
11/12/2016,12,11,18.2,8.2,5.1,317.5,WEEKEND,188179.774
11/12/2016,12,12,18.9,8.7,5.4,2540,WEEKEND,181606.624
11/12/2016,12,13,19.5,9.3,5.7,507,WEEKEND,177273.594
11/12/2016,12,14,20.2,9.1,5.1,210.6666667,WEEKEND,173950.606
11/12/2016,12,15,19.8,9.1,5.9,316.5,WEEKEND,176428.934
11/12/2016,12,16,19,9.1,6.7,#DIV/0!,WEEKEND,185768.986
11/12/2016,12,17,17.7,9.6,7.7,195.3846154,WEEKEND,199279
11/12/2016,12,18,16.7,9.3,7,110.4347826,WEEKEND,206408.18
11/12/2016,12,19,15.5,8.9,6.2,72.57142857,WEEKEND,207272.52
11/12/2016,12,20,14.4,8.7,3.1,55.2173913,WEEKEND,216782.864
11/12/2016,12,21,13.8,8.8,3.1,48.84615385,WEEKEND,197353.196
11/12/2016,12,22,13.1,8.9,3.1,43.05084746,WEEKEND,174396.702
11/12/2016,12,23,11.6,8.2,2.1,34.32432432,WEEKEND,183043.79
12/12/2016,12,0,11.1,8.3,2.6,32.15189873,WEEKDAY,158187.702
12/12/2016,12,1,10.5,8.5,3.1,29.88235294,WEEKDAY,130348.692
12/12/2016,12,2,9.6,8.4,3.1,27.0212766,WEEKDAY,118467.216
12/12/2016,12,3,8.9,8.1,2.3,25.14851485,WEEKDAY,115141.452
12/12/2016,12,4,8.2,7.8,1.5,23.51851852,WEEKDAY,119831.184
12/12/2016,12,5,11.2,10.5,1.5,32.56410256,WEEKDAY,145639.97
12/12/2016,12,6,14.5,11.4,2.3,56.44444444,WEEKDAY,202852.922
12/12/2016,12,7,18.5,11,3.1,508,WEEKDAY,223211.872
12/12/2016,12,8,24,12.5,2.6,49.8,WEEKDAY,233880.106
12/12/2016,12,9,27.2,8.6,3.3,29.97560976,WEEKDAY,241581.502
12/12/2016,12,10,29.2,5.2,4.1,23.90196078,WEEKDAY,252411.9
12/12/2016,12,11,30.4,5.6,4.6,21.28070175,WEEKDAY,261757.728
12/12/2016,12,12,31.4,5.4,5.2,19.48387097,WEEKDAY,269591.254
12/12/2016,12,13,32.2,4.9,5.7,18.24242424,WEEKDAY,280671.252
12/12/2016,12,14,32.4,1.4,6.7,17.95522388,WEEKDAY,288139.85
12/12/2016,12,15,32.8,1.1,6.2,17.4057971,WEEKDAY,299143.812
12/12/2016,12,16,32.2,1.3,5.7,18.24242424,WEEKDAY,302966.13
12/12/2016,12,17,31.9,1,4.6,18.68992248,WEEKDAY,304232.734
12/12/2016,12,18,28.4,2.8,3.8,26.0212766,WEEKDAY,300327.71
12/12/2016,12,19,25.1,4.7,3.1,40.63934426,WEEKDAY,280507.184
12/12/2016,12,20,23.7,6,0.5,53.04255319,WEEKDAY,272808.918
12/12/2016,12,21,21.9,6.3,1.6,86.5862069,WEEKDAY,240717.396
12/12/2016,12,22,20.1,6.7,2.6,229.9090909,WEEKDAY,203346.374
12/12/2016,12,23,19.7,6,3.1,361.8571429,WEEKDAY,200985.402
13/12/2016,12,0,19.8,5.8,3.1,316.5,WEEKDAY,168062.272
13/12/2016,12,1,19.9,5.5,3.1,281.2222222,WEEKDAY,140378.872
13/12/2016,12,2,22.5,4,6.2,71.57142857,WEEKDAY,129901.892
13/12/2016,12,3,22.7,3.7,7,67.64864865,WEEKDAY,125761.462
13/12/2016,12,4,22.9,3.4,7.7,64.12820513,WEEKDAY,129016.838
13/12/2016,12,5,23.6,3.4,7.7,54.2173913,WEEKDAY,152248.536
13/12/2016,12,6,25.1,2.9,10.3,40.63934426,WEEKDAY,209889.334
13/12/2016,12,7,26.1,3.3,12.9,34.77464789,WEEKDAY,241228.234
13/12/2016,12,8,27.1,4.7,10.3,30.35802469,WEEKDAY,270454.61
13/12/2016,12,9,27.5,6,10.3,28.88235294,WEEKDAY,285349.388
13/12/2016,12,10,29.2,5.9,10.3,23.90196078,WEEKDAY,295362.72
13/12/2016,12,11,30,6.5,8.2,22.09090909,WEEKDAY,310918.876
13/12/2016,12,12,33.5,3.2,7.4,16.51724138,WEEKDAY,321620.164
13/12/2016,12,13,35.1,1.4,6.7,14.77639752,WEEKDAY,329686.08
13/12/2016,12,14,36.5,-1.5,9.8,13.51428571,WEEKDAY,337263.522
13/12/2016,12,15,31.8,3.5,7.5,18.84375,WEEKDAY,352612.998
13/12/2016,12,16,27.7,8.1,5.1,28.1954023,WEEKDAY,334867.028
13/12/2016,12,17,27.1,8.9,2.1,30.35802469,WEEKDAY,318617.804
