Date,Month,Day Hour,Dry Bulb Temp (celsius),Dew Point Temp (celsius),WSpd (m/s),Max Theoretical COP,Weekday/Weekend,Demand (kW)
24/08/2016,8,2,4.7,4.5,3.1,17.76223776,WEEKDAY,176162.098
24/08/2016,8,3,4.3,4.1,2.3,17.27891156,WEEKDAY,166848.388
24/08/2016,8,4,3.9,3.7,1.5,16.82119205,WEEKDAY,165550.364
24/08/2016,8,5,2.7,2.6,0,15.58282209,WEEKDAY,177442.26
24/08/2016,8,6,3.7,3.7,1.1,16.60130719,WEEKDAY,230392.418
24/08/2016,8,7,5.4,5.3,2.1,18.67647059,WEEKDAY,317910.552
24/08/2016,8,8,7.2,7.1,1.5,21.52542373,WEEKDAY,362200.55
24/08/2016,8,9,9.2,7.3,2.5,25.91836735,WEEKDAY,355734.458
24/08/2016,8,10,10.9,6.9,3.6,31.35802469,WEEKDAY,343486.922
24/08/2016,8,11,11.7,6.3,3.1,34.79452055,WEEKDAY,326689.63
24/08/2016,8,12,12,5.6,3.6,36.28571429,WEEKDAY,322297.96
24/08/2016,8,13,11.7,5.3,4.1,34.79452055,WEEKDAY,313148.88
24/08/2016,8,14,11.9,5.7,5.7,35.77464789,WEEKDAY,302750.464
24/08/2016,8,15,10.8,6.4,5.7,30.97560976,WEEKDAY,293733.594
24/08/2016,8,16,9.9,6.9,5.7,27.91208791,WEEKDAY,302610.306
24/08/2016,8,17,9.7,6.6,5.1,27.31182796,WEEKDAY,334903.366
24/08/2016,8,18,9.8,6.3,4.3,27.60869565,WEEKDAY,387511.21
24/08/2016,8,19,9.7,5.9,3.6,27.31182796,WEEKDAY,401790.862
24/08/2016,8,20,9.7,6.1,3.1,27.31182796,WEEKDAY,386661.86
24/08/2016,8,21,8.7,6,3.6,24.66019417,WEEKDAY,363453.808
24/08/2016,8,22,7.7,5.9,4.1,22.47787611,WEEKDAY,321241.17
24/08/2016,8,23,6.2,4.9,3.6,19.84375,WEEKDAY,290029.35
25/08/2016,8,0,6.6,5.2,4.3,20.48387097,WEEKDAY,244457.754
25/08/2016,8,1,7,5.5,5.1,21.16666667,WEEKDAY,201526.114
25/08/2016,8,2,6.2,4.8,4.1,19.84375,WEEKDAY,177819.058
25/08/2016,8,3,6.3,5.2,4.1,20,WEEKDAY,167825.536
25/08/2016,8,4,6.4,5.6,4.1,20.15873016,WEEKDAY,164940.642
25/08/2016,8,5,6.6,6.1,3.6,20.48387097,WEEKDAY,175581.072
25/08/2016,8,6,6.5,6.3,3.1,20.32,WEEKDAY,226489.59
25/08/2016,8,7,6.9,6.4,2.6,20.99173554,WEEKDAY,312854.942
25/08/2016,8,8,7.9,7.7,5.7,22.88288288,WEEKDAY,349370.16
25/08/2016,8,9,9.4,7.1,6,26.45833333,WEEKDAY,351937.948
25/08/2016,8,10,10.6,6.3,6.2,30.23809524,WEEKDAY,336459.902
25/08/2016,8,11,11.2,5.2,7.2,32.56410256,WEEKDAY,327605.128
25/08/2016,8,12,11.4,5.3,6.7,33.42105263,WEEKDAY,322776.046
25/08/2016,8,13,11.4,5.4,6.2,33.42105263,WEEKDAY,312857.148
25/08/2016,8,14,12.7,7,6.7,40.31746032,WEEKDAY,305013.078
25/08/2016,8,15,12,6,6.2,36.28571429,WEEKDAY,294347.93
25/08/2016,8,16,11,5.2,5.7,31.75,WEEKDAY,297672.652
25/08/2016,8,17,9.2,5.5,4.1,25.91836735,WEEKDAY,326573.27
25/08/2016,8,18,8.6,5.7,3.8,24.42307692,WEEKDAY,375663.364
25/08/2016,8,19,8.2,5.8,3.6,23.51851852,WEEKDAY,392506.622
25/08/2016,8,20,8.4,6.1,3.6,23.96226415,WEEKDAY,382875.372
25/08/2016,8,21,8,5.8,3.6,23.09090909,WEEKDAY,361303.808
25/08/2016,8,22,7.6,5.6,3.6,22.28070175,WEEKDAY,320453.994
25/08/2016,8,23,7.4,5.9,3.6,21.89655172,WEEKDAY,291595.08
26/08/2016,8,0,6.6,5.3,3.6,20.48387097,WEEKDAY,245545.592
26/08/2016,8,1,5.7,4.7,3.6,19.09774436,WEEKDAY,202433.122
26/08/2016,8,2,6.9,5.7,3.1,20.99173554,WEEKDAY,180412.128
26/08/2016,8,3,6.7,5.3,3.6,20.6504065,WEEKDAY,169693.794
26/08/2016,8,4,6.5,5,4.1,20.32,WEEKDAY,166869.326
26/08/2016,8,5,6.9,5.6,4.1,20.99173554,WEEKDAY,177274.536
26/08/2016,8,6,7.5,6.2,3.8,22.08695652,WEEKDAY,226021.278
26/08/2016,8,7,8.5,6.4,3.6,24.19047619,WEEKDAY,306248.828
26/08/2016,8,8,9.5,6.3,4.1,26.73684211,WEEKDAY,348651.9
26/08/2016,8,9,11.1,5.7,4.6,32.15189873,WEEKDAY,348817.23
26/08/2016,8,10,12.4,5.2,5.1,38.48484848,WEEKDAY,339677.802
26/08/2016,8,11,11.7,4,5.1,34.79452055,WEEKDAY,332107.438
26/08/2016,8,12,12.2,4.5,4.6,37.35294118,WEEKDAY,333875.878
26/08/2016,8,13,12.5,4.9,4.1,39.07692308,WEEKDAY,332466.952
26/08/2016,8,14,12,4.2,5.1,36.28571429,WEEKDAY,329704.27
26/08/2016,8,15,12,3.7,4.6,36.28571429,WEEKDAY,314743.464
26/08/2016,8,16,11.9,3.3,4.1,35.77464789,WEEKDAY,321698.924
26/08/2016,8,17,11.6,3.3,4.1,34.32432432,WEEKDAY,341256.844
26/08/2016,8,18,11,3.1,3.8,31.75,WEEKDAY,367497.794
26/08/2016,8,19,10.7,3,3.6,30.60240964,WEEKDAY,365537.276
26/08/2016,8,20,10.6,3.1,3.1,30.23809524,WEEKDAY,350073.748
26/08/2016,8,21,10.1,3.1,3.1,28.53932584,WEEKDAY,331026.446
26/08/2016,8,22,9.7,3.1,3.1,27.31182796,WEEKDAY,308343.154
26/08/2016,8,23,10,3.2,3.6,28.22222222,WEEKDAY,296279.592
27/08/2016,8,0,9.8,3.3,3.8,27.60869565,WEEKEND,253382.202
27/08/2016,8,1,9.5,3.4,4.1,26.73684211,WEEKEND,207382.574
27/08/2016,8,2,9.7,2.8,4.6,27.31182796,WEEKEND,180839.624
27/08/2016,8,3,9.2,2.8,4.6,25.91836735,WEEKEND,168169.882
27/08/2016,8,4,8.7,2.7,4.6,24.66019417,WEEKEND,163408.934
27/08/2016,8,5,7.7,2.9,4.1,22.47787611,WEEKEND,165305.122
27/08/2016,8,6,7.4,3.3,4.3,21.89655172,WEEKEND,180545.292
27/08/2016,8,7,7.9,3.7,4.6,22.88288288,WEEKEND,206771.27
27/08/2016,8,8,11.4,4.1,5.7,33.42105263,WEEKEND,250049.44
27/08/2016,8,9,12,3.9,6.5,36.28571429,WEEKEND,262721.994
27/08/2016,8,10,12.6,3.7,7.2,39.6875,WEEKEND,278854.494
27/08/2016,8,11,13.6,3.8,6.7,47.03703704,WEEKEND,275079.872
27/08/2016,8,12,14.1,3.7,6.7,51.83673469,WEEKEND,264395.906
27/08/2016,8,13,14.1,3.8,6.7,51.83673469,WEEKEND,252286.6
27/08/2016,8,14,14.7,4.4,7.7,59.06976744,WEEKEND,245817.888
27/08/2016,8,15,14,4.4,7,50.8,WEEKEND,247684.352
27/08/2016,8,16,13,4.3,6.2,42.33333333,WEEKEND,261810.684
27/08/2016,8,17,12.2,4.6,4.6,37.35294118,WEEKEND,284548.394
27/08/2016,8,18,11.4,4.6,4.3,33.42105263,WEEKEND,333284.772
27/08/2016,8,19,10.9,4.7,4.1,31.35802469,WEEKEND,336037.344
27/08/2016,8,20,11,4.8,5.1,31.75,WEEKEND,320386.716
27/08/2016,8,21,10.9,5,5.9,31.35802469,WEEKEND,305041.56
27/08/2016,8,22,10.7,5.3,6.7,30.60240964,WEEKEND,287811.096
27/08/2016,8,23,10.7,4.9,6.7,30.60240964,WEEKEND,285888.476
28/08/2016,8,0,10.4,4.7,6.7,29.53488372,WEEKEND,249383.144
28/08/2016,8,1,10.2,4.4,6.7,28.86363636,WEEKEND,205016.738
28/08/2016,8,2,10.2,4.1,8.2,28.86363636,WEEKEND,178184.364
28/08/2016,8,3,9.8,3.9,7.4,27.60869565,WEEKEND,164565.178
28/08/2016,8,4,9.5,3.8,6.7,26.73684211,WEEKEND,158570.432
28/08/2016,8,5,9.7,3.9,6.7,27.31182796,WEEKEND,158605.372
28/08/2016,8,6,9.6,3.9,6.5,27.0212766,WEEKEND,168899.602
28/08/2016,8,7,9.7,4,6.2,27.31182796,WEEKEND,184473.99
28/08/2016,8,8,10.2,4.4,6.7,28.86363636,WEEKEND,221908.944
28/08/2016,8,9,11.7,5.1,6.2,34.79452055,WEEKEND,246492.416
28/08/2016,8,10,13.5,6,5.7,46.18181818,WEEKEND,260413.098
28/08/2016,8,11,15.7,7.2,5.7,76.96969697,WEEKEND,248247.652
28/08/2016,8,12,16.9,8,5.4,120.952381,WEEKEND,233713.622
28/08/2016,8,13,17.4,8.4,5.1,158.75,WEEKEND,220675.266
28/08/2016,8,14,16.7,7.3,4.6,110.4347826,WEEKEND,215455.002
28/08/2016,8,15,16.1,7.6,5.2,87.5862069,WEEKEND,219436.592
28/08/2016,8,16,15.2,7.7,5.7,66.84210526,WEEKEND,228102.278
28/08/2016,8,17,14.1,7.3,5.7,51.83673469,WEEKEND,249123.43
28/08/2016,8,18,13.1,7.3,5.7,43.05084746,WEEKEND,307387.004
28/08/2016,8,19,12.5,7.5,5.7,39.07692308,WEEKEND,329519.72
28/08/2016,8,20,11.9,7.5,6.2,35.77464789,WEEKEND,320865.084
28/08/2016,8,21,11.7,7.2,5.4,34.79452055,WEEKEND,303093.582
28/08/2016,8,22,11.5,6.9,4.6,33.86666667,WEEKEND,270515.842
28/08/2016,8,23,11.2,6.5,6.2,32.56410256,WEEKEND,254898.228
29/08/2016,8,0,10.6,6.3,5.2,30.23809524,WEEKDAY,217548.272
29/08/2016,8,1,9.9,6,4.1,27.91208791,WEEKDAY,179262.318
29/08/2016,8,2,10,5.5,3.1,28.22222222,WEEKDAY,157775.234
29/08/2016,8,3,9.6,5.3,2.9,27.0212766,WEEKDAY,149014.86
29/08/2016,8,4,9.2,5.2,2.6,25.91836735,WEEKDAY,147682.818
29/08/2016,8,5,10.2,6.1,5.1,28.86363636,WEEKDAY,158064.294
29/08/2016,8,6,10.9,6.2,5.7,31.35802469,WEEKDAY,204389.116
29/08/2016,8,7,11.7,6.3,6.2,34.79452055,WEEKDAY,280474.098
29/08/2016,8,8,13.4,6.4,6.7,45.35714286,WEEKDAY,305503.982
29/08/2016,8,9,14.1,6.3,5.9,51.83673469,WEEKDAY,299918.18
29/08/2016,8,10,15,6,5.1,63.5,WEEKDAY,294674.436
29/08/2016,8,11,17.6,6.4,7.2,181.4285714,WEEKDAY,285972.936
29/08/2016,8,12,18.3,5.7,7.7,362.8571429,WEEKDAY,274935.658
29/08/2016,8,13,18.6,5,8.2,635,WEEKDAY,268201.274
29/08/2016,8,14,18.7,3.7,7.2,846.6666667,WEEKDAY,260153.786
29/08/2016,8,15,18.1,4.3,6.7,282.2222222,WEEKDAY,250873.502
29/08/2016,8,16,16.9,5.1,6.2,120.952381,WEEKDAY,251318.278
29/08/2016,8,17,15.1,5.5,4.1,65.12820513,WEEKDAY,264382.83
29/08/2016,8,18,13.7,5.9,3.8,47.9245283,WEEKDAY,312453.396
29/08/2016,8,19,12.7,6.2,3.6,40.31746032,WEEKDAY,332786.572
29/08/2016,8,20,14.1,6.1,5.1,51.83673469,WEEKDAY,322145.918
29/08/2016,8,21,12.9,6.3,3.6,41.63934426,WEEKDAY,302068.322
29/08/2016,8,22,11.6,6.6,2.1,34.32432432,WEEKDAY,265935.194
29/08/2016,8,23,10.9,6.7,2.1,31.35802469,WEEKDAY,248384.124
30/08/2016,8,0,10.7,6.7,2.4,30.60240964,WEEKDAY,208324.582
30/08/2016,8,1,10.5,6.7,2.6,29.88235294,WEEKDAY,170183.15
30/08/2016,8,2,11.9,6.5,3.6,35.77464789,WEEKDAY,150290.932
30/08/2016,8,3,11.9,6.5,2.9,35.77464789,WEEKDAY,141756.36
30/08/2016,8,4,11.9,6.5,2.1,35.77464789,WEEKDAY,139424.662
30/08/2016,8,5,12,6.8,2.1,36.28571429,WEEKDAY,148527.024
30/08/2016,8,6,12.2,6.8,2.4,37.35294118,WEEKDAY,191213.154
30/08/2016,8,7,12.4,6.8,2.6,38.48484848,WEEKDAY,262623.384
30/08/2016,8,8,13.7,6.7,5.1,47.9245283,WEEKDAY,295403.406
30/08/2016,8,9,13.7,7.5,6.2,47.9245283,WEEKDAY,298652.9
30/08/2016,8,10,13.9,8.4,7.2,49.80392157,WEEKDAY,304539.798
30/08/2016,8,11,14.4,8.7,8.2,55.2173913,WEEKDAY,311335.608
30/08/2016,8,12,14.9,9,8.2,61.95121951,WEEKDAY,310619.418
30/08/2016,8,13,15.1,9.1,8.2,65.12820513,WEEKDAY,311409.38
30/08/2016,8,14,15.6,7.5,7.2,74.70588235,WEEKDAY,306339.612
30/08/2016,8,15,15.1,8.5,7.9,65.12820513,WEEKDAY,295837.086
30/08/2016,8,16,14.6,9.5,8.7,57.72727273,WEEKDAY,305425.29
30/08/2016,8,17,14.9,9.8,8.7,61.95121951,WEEKDAY,324440.89
30/08/2016,8,18,14.6,10.4,8.7,57.72727273,WEEKDAY,349134.798
30/08/2016,8,19,14.6,11.1,8.7,57.72727273,WEEKDAY,353667.928
30/08/2016,8,20,14.2,11.4,6.2,52.91666667,WEEKDAY,334690.324
30/08/2016,8,21,14.1,11.3,7.4,51.83673469,WEEKDAY,307626.578
30/08/2016,8,22,14.1,11.2,8.7,51.83673469,WEEKDAY,273617.05
30/08/2016,8,23,13.9,11.1,8.7,49.80392157,WEEKDAY,253565.782
31/08/2016,8,0,13.7,11.4,7.9,47.9245283,WEEKDAY,211653.486
31/08/2016,8,1,13.4,11.7,7.2,45.35714286,WEEKDAY,172556.826
31/08/2016,8,2,12.9,11.7,5.1,41.63934426,WEEKDAY,151662.346
31/08/2016,8,3,13,11.9,3.8,42.33333333,WEEKDAY,142385.022
31/08/2016,8,4,13.1,12.1,2.6,43.05084746,WEEKDAY,139635.22
31/08/2016,8,5,12.5,11.5,2.6,39.07692308,WEEKDAY,148132.018
31/08/2016,8,6,12.8,11.9,2.9,40.96774194,WEEKDAY,190769.036
31/08/2016,8,7,13.7,12,3.1,47.9245283,WEEKDAY,254476.662
31/08/2016,8,8,16.2,11.6,4.1,90.71428571,WEEKDAY,279526.244
31/08/2016,8,9,17,10.6,5.4,127,WEEKDAY,271400.372
31/08/2016,8,10,17.6,9.4,6.7,181.4285714,WEEKDAY,272787.182
31/08/2016,8,11,19,11.2,6.2,#DIV/0!,WEEKDAY,272445.476
31/08/2016,8,12,18.8,9.4,7,1270,WEEKDAY,268110.28
31/08/2016,8,13,18.2,8.1,7.7,317.5,WEEKDAY,262418.598
31/08/2016,8,14,17.7,7.4,8.2,195.3846154,WEEKDAY,262564.678
31/08/2016,8,15,17.1,8.4,6.6,133.6842105,WEEKDAY,253148.906
31/08/2016,8,16,16.6,9.2,5.1,105.8333333,WEEKDAY,259814.762
31/08/2016,8,17,15.4,7.8,3.1,70.55555556,WEEKDAY,273154.308
31/08/2016,8,18,15.1,8.1,3.4,65.12820513,WEEKDAY,304673.462
31/08/2016,8,19,14.7,8.4,3.6,59.06976744,WEEKDAY,314491.294
31/08/2016,8,20,14.6,8.5,2.1,57.72727273,WEEKDAY,300788.396
31/08/2016,8,21,13.8,8.8,2.4,48.84615385,WEEKDAY,281391.42
31/08/2016,8,22,13,9.2,2.6,42.33333333,WEEKDAY,252920.184
31/08/2016,8,23,13.1,10,2.6,43.05084746,WEEKDAY,240313.386
1/09/2016,9,0,12.8,10.1,2.6,40.96774194,WEEKDAY,201538.706
1/09/2016,9,1,12.5,10.1,2.6,39.07692308,WEEKDAY,163784.408
1/09/2016,9,2,12.1,10.4,2.1,36.8115942,WEEKDAY,143804.892
1/09/2016,9,3,11.3,9.9,2.1,32.98701299,WEEKDAY,135428.888
1/09/2016,9,4,10.4,9.5,2.1,29.53488372,WEEKDAY,133729.356
1/09/2016,9,5,11.5,10.5,3.6,33.86666667,WEEKDAY,141893.054
1/09/2016,9,6,11.3,11,2.9,32.98701299,WEEKDAY,182492.424
1/09/2016,9,7,11.6,11.3,2.1,34.32432432,WEEKDAY,246056.25
1/09/2016,9,8,12.1,10.6,3.1,36.8115942,WEEKDAY,274525.298
1/09/2016,9,9,13.1,10.5,2.3,43.05084746,WEEKDAY,279034.662
1/09/2016,9,10,13.9,10.2,1.5,49.80392157,WEEKDAY,278916.526
1/09/2016,9,11,14.7,9.5,1,59.06976744,WEEKDAY,271289.49
1/09/2016,9,12,14.4,9.4,3,55.2173913,WEEKDAY,275378.116
1/09/2016,9,13,13.9,9.6,5.1,49.80392157,WEEKDAY,280400.148
1/09/2016,9,14,12.6,10.4,4.6,39.6875,WEEKDAY,277029.802
1/09/2016,9,15,12.6,10.4,4.1,39.6875,WEEKDAY,274477.702
1/09/2016,9,16,12.5,10.3,3.6,39.07692308,WEEKDAY,279280.944
1/09/2016,9,17,11.7,10.7,3.6,34.79452055,WEEKDAY,305027.326
1/09/2016,9,18,11.4,10.5,3.1,33.42105263,WEEKDAY,331743.676
1/09/2016,9,19,11.1,10.4,2.6,32.15189873,WEEKDAY,338127.15
1/09/2016,9,20,11.2,11,2.6,32.56410256,WEEKDAY,323124.678
1/09/2016,9,21,11.2,11,2,32.56410256,WEEKDAY,301067.384
1/09/2016,9,22,11.2,11,1.5,32.56410256,WEEKDAY,267878.348
1/09/2016,9,23,11.1,10.8,0,32.15189873,WEEKDAY,253110.946
2/09/2016,9,0,10.4,10.1,0.5,29.53488372,WEEKDAY,211690.3
2/09/2016,9,1,9.6,9.4,1,27.0212766,WEEKDAY,171787.266
2/09/2016,9,2,10.1,10,2.1,28.53932584,WEEKDAY,151350.166
2/09/2016,9,3,9.8,9.8,1.8,27.60869565,WEEKDAY,143002.346
2/09/2016,9,4,9.6,9.5,1.5,27.0212766,WEEKDAY,141343.862
2/09/2016,9,5,9.7,9.7,0.5,27.31182796,WEEKDAY,149923.262
2/09/2016,9,6,10.1,10.1,1.3,28.53932584,WEEKDAY,191642.872
2/09/2016,9,7,10.7,10.6,2.1,30.60240964,WEEKDAY,254363.98
2/09/2016,9,8,11.7,11.4,3.1,34.79452055,WEEKDAY,289624.852
2/09/2016,9,9,12.4,10.3,3.8,38.48484848,WEEKDAY,298120.516
2/09/2016,9,10,13,9.2,4.6,42.33333333,WEEKDAY,294921.746
2/09/2016,9,11,13.7,9.4,4.1,47.9245283,WEEKDAY,288606.618
2/09/2016,9,12,13.6,9.3,5.2,47.03703704,WEEKDAY,284626.73
2/09/2016,9,13,13.2,9.2,6.2,43.79310345,WEEKDAY,285541.448
2/09/2016,9,14,13.4,9.5,6.7,45.35714286,WEEKDAY,283302.99
2/09/2016,9,15,12.9,9.5,6.5,41.63934426,WEEKDAY,271841.76
2/09/2016,9,16,12.4,9.5,6.2,38.48484848,WEEKDAY,275909.066
2/09/2016,9,17,12.2,9.8,5.7,37.35294118,WEEKDAY,294771.418
2/09/2016,9,18,11.9,10.1,5.7,35.77464789,WEEKDAY,322692.472
2/09/2016,9,19,11.7,10.2,5.7,34.79452055,WEEKDAY,322829.334
2/09/2016,9,20,11.2,10,6.2,32.56410256,WEEKDAY,308082.944
2/09/2016,9,21,11.1,9.7,5.7,32.15189873,WEEKDAY,290975.58
2/09/2016,9,22,11.1,9.4,5.1,32.15189873,WEEKDAY,272258.92
2/09/2016,9,23,11,9,4.6,31.75,WEEKDAY,266957
3/09/2016,9,0,11,9.5,5.4,31.75,WEEKEND,227019.148
3/09/2016,9,1,11,10,6.2,31.75,WEEKEND,184627.584
3/09/2016,9,2,10.9,9.9,7.2,31.35802469,WEEKEND,161097.408
3/09/2016,9,3,10.4,9.8,7,29.53488372,WEEKEND,150682.056
3/09/2016,9,4,9.9,9.7,6.7,27.91208791,WEEKEND,146024.844
3/09/2016,9,5,9,8.6,5.7,25.4,WEEKEND,148425.192
3/09/2016,9,6,8.5,7.8,6,24.19047619,WEEKEND,162062.916
3/09/2016,9,7,8.7,7.2,6.2,24.66019417,WEEKEND,184762.41
3/09/2016,9,8,10.4,8.2,4.6,29.53488372,WEEKEND,226773.668
3/09/2016,9,9,11.2,7.4,4.8,32.56410256,WEEKEND,246862.34
3/09/2016,9,10,12,6.8,5.1,36.28571429,WEEKEND,254144.318
3/09/2016,9,11,13.1,5.4,6.2,43.05084746,WEEKEND,245814.792
3/09/2016,9,12,13.4,6.2,6,45.35714286,WEEKEND,231331.112
3/09/2016,9,13,13.5,6.7,5.7,46.18181818,WEEKEND,232295.49
3/09/2016,9,14,14,6.3,5.1,50.8,WEEKEND,235781.212
3/09/2016,9,15,13.9,5.7,4.3,49.80392157,WEEKEND,239165.584
3/09/2016,9,16,13.7,5.6,3.6,47.9245283,WEEKEND,238988.372
3/09/2016,9,17,13.4,5.9,3.1,45.35714286,WEEKEND,252721.312
3/09/2016,9,18,12.9,6.6,2.9,41.63934426,WEEKEND,296040.658
3/09/2016,9,19,12.2,7.2,2.6,37.35294118,WEEKEND,303231.632
3/09/2016,9,20,12.2,7.3,3.6,37.35294118,WEEKEND,286502.5
3/09/2016,9,21,11.6,7.3,4.3,34.32432432,WEEKEND,271045.856
3/09/2016,9,22,11,7.4,5.1,31.75,WEEKEND,256998.942
3/09/2016,9,23,10.9,7.5,4.6,31.35802469,WEEKEND,260410.278
4/09/2016,9,0,10.4,7.5,4.3,29.53488372,WEEKEND,226418.318
4/09/2016,9,1,10,7.5,4.1,28.22222222,WEEKEND,185793.57
4/09/2016,9,2,10,9.3,5.1,28.22222222,WEEKEND,162831.036
4/09/2016,9,3,9.6,8.8,4.8,27.0212766,WEEKEND,150352.368
4/09/2016,9,4,9.2,8.2,4.6,25.91836735,WEEKEND,144512.838
4/09/2016,9,5,9,7.7,3.6,25.4,WEEKEND,145469.556
4/09/2016,9,6,9.4,6.9,3.8,26.45833333,WEEKEND,155634.788
4/09/2016,9,7,10.2,6.4,4.1,28.86363636,WEEKEND,168805.794
4/09/2016,9,8,12.5,7.7,4.1,39.07692308,WEEKEND,197766
4/09/2016,9,9,13.4,8,4.6,45.35714286,WEEKEND,213744.768
4/09/2016,9,10,14.2,8.2,5.1,52.91666667,WEEKEND,220247.686
4/09/2016,9,11,15.2,8.8,5.7,66.84210526,WEEKEND,227594.296
4/09/2016,9,12,15.4,8.5,6,70.55555556,WEEKEND,225179.734
4/09/2016,9,13,15.4,8.1,6.2,70.55555556,WEEKEND,224526.988
4/09/2016,9,14,15.4,8.1,7.2,70.55555556,WEEKEND,226143.108
4/09/2016,9,15,15.3,8.1,5.7,68.64864865,WEEKEND,228175.842
4/09/2016,9,16,15,8.2,4.1,63.5,WEEKEND,232637.742
4/09/2016,9,17,14.4,8,3.6,55.2173913,WEEKEND,260536.986
4/09/2016,9,18,14,8.1,3.8,50.8,WEEKEND,303380.852
4/09/2016,9,19,13.9,8.2,4.1,49.80392157,WEEKEND,312217.752
4/09/2016,9,20,13.6,8.4,2.6,47.03703704,WEEKEND,299783.292
4/09/2016,9,21,13.6,8.2,2.9,47.03703704,WEEKEND,281336.076
4/09/2016,9,22,13.5,8,3.1,46.18181818,WEEKEND,251626.254
4/09/2016,9,23,13.4,8.2,3.6,45.35714286,WEEKEND,238916.012
5/09/2016,9,0,13.1,8.5,3.4,43.05084746,WEEKDAY,202911.456
5/09/2016,9,1,12.7,8.8,3.1,40.31746032,WEEKDAY,166275.84
5/09/2016,9,2,12.6,9.1,3.1,39.6875,WEEKDAY,145680.636
5/09/2016,9,3,12.3,9.3,3.1,37.91044776,WEEKDAY,136290.752
5/09/2016,9,4,11.9,9.5,3.1,35.77464789,WEEKDAY,134489.922
5/09/2016,9,5,11.6,9.4,2.6,34.32432432,WEEKDAY,142199.076
5/09/2016,9,6,11.4,9.5,3.1,33.42105263,WEEKDAY,182737.772
5/09/2016,9,7,11.7,9.3,3.6,34.79452055,WEEKDAY,247337.912
5/09/2016,9,8,13.9,9,3.6,49.80392157,WEEKDAY,279439.798
5/09/2016,9,9,14.6,8.8,3.1,57.72727273,WEEKDAY,269764.918
5/09/2016,9,10,15.1,8.7,2.6,65.12820513,WEEKDAY,270940.442
5/09/2016,9,11,15.6,8.5,2.1,74.70588235,WEEKDAY,271513.14
5/09/2016,9,12,16.1,8.8,2.4,87.5862069,WEEKDAY,271424.68
5/09/2016,9,13,16.6,9.2,2.6,105.8333333,WEEKDAY,271145.574
5/09/2016,9,14,18,9.8,1.5,254,WEEKDAY,264345.19
5/09/2016,9,15,18,9.5,1.8,254,WEEKDAY,254410.378
5/09/2016,9,16,17.5,9.1,2.1,169.3333333,WEEKDAY,251264.758
5/09/2016,9,17,14.7,9,3.6,59.06976744,WEEKDAY,263799.58
5/09/2016,9,18,14.3,8.9,2.3,54.04255319,WEEKDAY,305863.35
5/09/2016,9,19,14,9.1,1,50.8,WEEKDAY,321294.032
5/09/2016,9,20,13.7,9.9,3.1,47.9245283,WEEKDAY,307042.028
5/09/2016,9,21,13.4,9.9,3.1,45.35714286,WEEKDAY,283200.322
5/09/2016,9,22,13.2,9.8,3.1,43.79310345,WEEKDAY,251578.458
5/09/2016,9,23,11.9,9.2,3.1,35.77464789,WEEKDAY,235453.138
6/09/2016,9,0,11.1,8.8,3.6,32.15189873,WEEKDAY,197374.418
6/09/2016,9,1,10.2,8.4,4.1,28.86363636,WEEKDAY,161683.726
6/09/2016,9,2,9.9,8.4,3.6,27.91208791,WEEKDAY,142824.102
6/09/2016,9,3,10,8.3,4.1,28.22222222,WEEKDAY,135813.432
6/09/2016,9,4,10.1,8.1,4.6,28.53932584,WEEKDAY,134991.47
6/09/2016,9,5,10.1,8.6,4.6,28.53932584,WEEKDAY,145482.516
6/09/2016,9,6,10.4,8.8,4.3,29.53488372,WEEKDAY,188940.024
6/09/2016,9,7,11.7,9.4,4.1,34.79452055,WEEKDAY,254410.33
6/09/2016,9,8,14.2,10,3.6,52.91666667,WEEKDAY,279119.716
6/09/2016,9,9,16.7,11.2,3.4,110.4347826,WEEKDAY,270126.728
6/09/2016,9,10,18.6,11.8,3.1,635,WEEKDAY,262557.97
6/09/2016,9,11,19.2,10.9,3.6,1269,WEEKDAY,254957.942
6/09/2016,9,12,19.2,10.1,3.1,1269,WEEKDAY,254493.488
6/09/2016,9,13,19,9.4,2.6,#DIV/0!,WEEKDAY,253205.8
6/09/2016,9,14,20.4,9.8,0,180.4285714,WEEKDAY,245386.012
6/09/2016,9,15,19.3,9.8,1.8,845.6666667,WEEKDAY,242208.604
6/09/2016,9,16,17.7,10.1,3.6,195.3846154,WEEKDAY,242211.244
6/09/2016,9,17,15.5,10,5.1,72.57142857,WEEKDAY,251135.972
6/09/2016,9,18,13.9,10.5,4.1,49.80392157,WEEKDAY,283763.986
6/09/2016,9,19,12.6,10.9,3.1,39.6875,WEEKDAY,300860.512
6/09/2016,9,20,13,10.1,2.1,42.33333333,WEEKDAY,289279.216
6/09/2016,9,21,12.3,10.3,2.9,37.91044776,WEEKDAY,270531.616
6/09/2016,9,22,11.5,10.5,3.6,33.86666667,WEEKDAY,243032.978
6/09/2016,9,23,10.6,10,3.1,30.23809524,WEEKDAY,231662.144
7/09/2016,9,0,10.6,10.3,3.1,30.23809524,WEEKDAY,193588.284
7/09/2016,9,1,10.7,10.5,3.1,30.60240964,WEEKDAY,157195.89
7/09/2016,9,2,10,9.8,2.6,28.22222222,WEEKDAY,138578.796
7/09/2016,9,3,9.6,9.4,2.6,27.0212766,WEEKDAY,131136.026
7/09/2016,9,4,9.1,9,2.6,25.65656566,WEEKDAY,129982.572
